;ID;Sand %;Clay %;Silt %;pH;EC mS/cm;O.M. %;CACO3 %;N_NO3 ppm;P ppm;K ppm ;Mg ppm;Fe ppm;Zn ppm;Mn ppm;Cu ppm;B ppm;Adequação MILHO;;;;
;1605;40,15480231;22,6682311;37,17696659;5,504414934;0,225866176;3,425920105;0,391421647;20,05411236;30,72383839;37,96806327;102,5516813;7,813317014;0,541512232;36,92935921;0,72611678;0,730656123;Alta;;;;
;1606;43,27870047;25,83202768;30,88927186;5,91901474;0,431465236;2,831336424;2,23092316;25,42720451;24,47237646;618,0251924;147,4615745;4,695388447;1,458299152;7,075786079;0,587243551;0,831913013;Alta;;;;
;1607;18,83570194;37,26654587;43,89775218;6,326987579;0,058644011;3,491296155;1,590330955;21,39393158;13,1188015;235,3280228;144,2352177;5,540530802;1,339949086;17,33368865;1,765264661;0,518457479;Alta;;;;
;1608;52,66393105;29,10478819;18,23128076;5,590741845;0,158459148;2,847963172;0,753259335;24,24467321;13,69772129;331,69362;78,74427923;5,019279011;0,612882326;18,86969623;1,116580556;0,581826729;Alta;;;;
;1609;37,3646872;23,5298969;39,1054159;5,059634341;0,689799667;2,253356715;42,02292382;1,097647695;22,07564272;63,92444287;120,9058218;5,18542668;1,269202307;19,22811045;1,188725256;0,776566481;Alta;;;;
;1610;44,49986127;16,30854775;39,19159098;5,814433601;4,360645714;2,848888589;4,627166335;24,26729339;25,34320356;209,4589144;143,889141;6,736684462;1,192724589;6,618602449;0,629260472;0,731592798;Alta;;;;
;1611;33,17194955;31,59079137;35,23725907;6,44560283;0,482130496;2,163274444;2,198398797;20,56199992;24,03511649;523,8434006;101,3794567;6,528493107;1,015319034;10,45045175;1,42758254;0,699245176;Alta;;;;
;1612;31,13639689;29,47291082;39,39069229;6,365220377;0,632569275;3,058206335;0,099864335;23,50594393;17,02138647;420,1352694;87,5085517;6,892435277;0,584695063;3,043136692;0,292912006;0,535118647;Alta;;;;
;1613;35,04441711;31,67771003;33,27787286;5,789214577;0,067753891;2,174037508;0,08439013;25,21227317;19,82647779;447,6418199;79,4765151;6,594778591;1,073672183;9,743659706;1,242841127;0,68848765;Alta;;;;
;1614;31,2921307;48,06392518;20,64394412;5,898677164;0,631591442;2,842979838;2,554402333;23,78790878;16,31982766;110,5750481;122,5025328;5,212653717;1,438902019;12,38400309;2,58129166;0,685525595;Alta;;;;
;1615;31,0401195;31,31004791;37,64983259;5,583256996;2,112882126;2,187760348;1,241107095;26,61636697;29,68597583;552,2433855;91,73106971;6,935274933;1,114238404;9,467521993;3,536434834;0,571740163;Alta;;;;
;1616;30,01198333;33,74926681;36,23874986;5,889729077;5,427227672;2,563383082;12,43733864;26,50298341;30,13884053;57,59750614;141,3966919;6,703024148;1,388456391;3,685753836;0,624473753;0,588430414;Alta;;;;
;1617;32,21236932;32,48369339;35,30393728;6,346815849;0,48818583;2,815654253;0,504005503;23,84951361;25,25730835;408,4540524;1099,480521;75,61337469;1,159197213;19,28314092;0,93493864;0,242744165;Alta;;;;
;1618;48,86683866;24,64101857;26,49214277;5,776663144;0,14609983;2,167899121;4,165787188;5,810832411;14,85333582;83,52761574;81,9565397;4,90007353;1,270918537;9,094344236;1,876972882;0,546411056;Alta;;;;
;1619;39,25843612;27,01458563;33,72697825;5,629014702;4,6567822;2,141617582;50,09300028;22,33662851;16,16713075;461,9491048;128,4008167;6,016187784;1,012638149;9,949184407;0,850148372;0,416994656;Alta;;;;
;1620;34,81180438;25,506393;39,68180261;5,52216854;0,311972876;3,488356108;1,23088809;21,14125866;23,16275335;240,1019398;97,81641925;7,912813927;1,106477418;14,88269224;0,818693888;0,608334936;Alta;;;;
;1621;45,08082034;26,51095093;28,40822873;5,543039403;0,73100262;3,126525092;2,365717536;25,79928275;21,96346085;610,9607247;125,9579776;7,767087221;1,215851119;7,807773148;1,708224797;0,760845007;Alta;;;;
;1622;29,38013226;23,40901096;47,21085678;6,245940648;0,217810964;3,013859653;41,20964655;23,94413173;28,38956847;547,3529936;128,1810905;5,677558029;1,322140572;5,470894268;1,97984925;0,594461288;Alta;;;;
;1623;49,14927872;22,35922995;28,49149133;6,306692891;0,717356165;2,348852582;0,719708218;23,5253151;22,65265175;596,7168324;106,9514398;7,960040623;1,451343367;13,69938259;1,54684742;0,597711134;Alta;;;;
;1624;31,05115373;30,05360144;38,89524483;6,064909721;0,206801485;3,299083412;1,84206679;22,83261274;19,72716821;280,5135231;110,1558647;5,88146963;1,253478969;14,75409655;1,566539087;0,475745376;Alta;;;;
;1625;43,54529646;29,23813305;27,21657049;5,69273001;0,628088001;1,099085678;1,907677169;25,16210117;14,16235163;444,2655411;135,7395548;6,536255983;0,259535938;5,595638962;1,055275277;0,84045122;Alta;;;;
;1626;44,80172558;29,92537112;25,2729033;6,138891131;0,66450584;2,439755359;3,391368008;23,20237076;24,64116855;341,8419299;123,5930277;6,102369395;1,285688539;16,89416772;1,245035236;0,844192653;Alta;;;;
;1627;41,91296551;29,01299054;29,07404395;5,877906575;0,282972664;2,43229469;3,582199819;24,87202116;28,10726416;154,1086309;89,25884836;6,016902556;1,203948591;11,94327807;1,404274079;0,765069396;Alta;;;;
;1628;41,39867197;27,4777991;31,12352893;5,031194432;0,26371254;3,221782882;40,95446154;26,77330159;24,96820949;577,1620602;67,5340058;5,897783481;1,02744943;6,390856998;0,766480154;0,729872572;Alta;;;;
;1629;48,56034479;28,81795633;22,62169888;5,094075275;5,544619536;2,069148109;1,648892233;21,98972649;25,66708365;106,7449398;84,79068204;5,152851207;1,106039539;5,289649052;1,986677663;0,688887018;Alta;;;;
;1630;46,09310077;30,04491728;23,86198195;6,450025989;0,636577425;2,350349509;3,340489771;6,757009395;19,5514953;523,6926449;78,70283596;57,64820287;1,445989638;7,266754108;3,300042595;0,446904267;Alta;;;;
;1631;58,20415515;12,92757848;28,86826637;6,446061487;0,522077264;2,272034795;2,466346357;27,05204917;20,23457838;469,8242191;857,3685229;7,259397441;1,404226873;11,84029754;1,722714315;0,505301357;Alta;;;;
;1632;32,97818032;32,94409025;34,07772943;5,943569315;0,313147862;3,049519581;4,660596078;7,701356668;26,7067096;240,2261895;128,3993717;5,035144078;1,309947889;14,37931363;0,996022863;0,131023014;Alta;;;;
;1633;37,72949533;21,37933747;40,89116721;5,61409541;0,292002469;2,667924253;2,047165217;21,80961535;10,25781746;449,5082865;136,8688065;7,227723075;1,401464227;11,00344796;1,762730439;0,587036948;Alta;;;;
;1634;39,48667851;30,8857474;29,62757408;7,136054518;0,703409534;3,440370753;2,784964152;22,95240201;28,77428483;429,8779091;1203,04558;7,437021949;1,251532406;18,28643017;0,520295141;0,80927241;Alta;;;;
;1635;36,46465626;26,0062751;37,52906864;6,248723309;0,320187533;3,452837476;1,511361624;26,56322336;17,86152007;428,6814087;146,3455808;58,55946099;1,341619284;22,70506821;0,970843107;0,826495701;Alta;;;;
;1636;48,32845905;27,20249105;24,4690499;5,960266249;0,300804742;3,03967003;3,685547576;24,46468979;25,37166633;567,9013179;133,4000407;6,084103347;1,061271139;6,953824876;0,532212204;0,576514505;Alta;;;;
;1637;46,71568336;25,74176232;27,54255432;6,234090439;0,24193236;2,132903069;3,315166615;25,08280452;2,647673172;91,19978199;68,5748788;7,565277811;1,273410702;15,28975762;0,80870938;0,161909541;Alta;;;;
;1638;45,53762677;30,6160989;23,84627433;5,633936102;5,384434777;2,683352388;4,885870112;24,73943376;29,04105474;139,9166394;120,4021806;7,640734699;1,426147424;7,652969812;0,434499455;0,406945826;Alta;;;;
;1639;43,45182212;30,24110966;26,30706822;5,824156181;0,570629086;2,985362191;3,690401593;18,3082091;15,91751977;548,6410655;95,52675512;6,5418233;0,492637029;29,86205152;0,554017528;0,579199272;Alta;;;;
;1640;42,86751733;28,45164931;28,68083337;5,597456175;5,14682211;2,323553934;3,335643974;22,8310616;14,65674551;66,58731651;92,41217466;7,760717971;1,19758726;11,65136278;0,914966894;0,77723979;Alta;;;;
;1641;33,24204044;34,97753973;31,78041983;5,684132758;0,644726147;2,257016818;3,73338981;21,3917496;16,25919402;293,3214088;112,1734732;7,968617377;1,120553059;12,8376318;2,079401815;0,840737879;Alta;;;;
;1642;43,38959488;34,21459307;22,39581205;6,478980771;0,388277275;2,190528586;0,473961783;22,27739549;30,2762364;449,0708962;108,1993837;5,708349194;1,323627249;5,637155857;1,439758207;0,606437057;Alta;;;;
;1643;37,21843229;19,40448018;43,37708754;5,808116539;0,589007655;2,250787097;0,792452491;14,98878753;20,30110898;403,5411865;95,84630351;6,99454777;1,280082314;10,70241369;0,568536;0,796662981;Alta;;;;
;1644;32,47268593;33,91756417;33,6097499;6,369099045;0,499815473;2,666002234;2,581125701;27,07685089;26,16682908;388,1751352;63,1617793;7,454960264;1,069270433;14,74592075;1,404395487;0,67636767;Alta;;;;
;1645;39,21604653;34,98008849;25,80386498;5,781083224;0,355772365;2,019329068;2,920033294;21,21580806;25,90213489;145,686992;78,16122763;6,472517778;1,305928458;4,712614834;0,935661984;0,83852239;Alta;;;;
;1646;38,71064434;26,32136216;34,9679935;5,639334643;0,56094399;3,421000574;2,160808975;24,73467579;16,05523715;473,2742016;116,6064668;5,119892884;1,408196394;3,672996965;0,630765363;0,518078723;Alta;;;;
;1647;37,82009708;26,28554845;35,89435447;5,854420655;0,489077809;1,155301521;2,150984081;0,854528711;21,06467405;168,6409052;77,67476837;7,16763418;1,382013107;9,831075034;0,755269208;0,2231866;Alta;;;;
;1648;31,60072911;49,34128142;19,05798947;5,82608294;0,22532847;3,270054991;0,34194159;20,48191701;16,1685577;254,6866122;137,080558;7,696484216;1,151067897;12,14160012;0,648359043;0,507673911;Alta;;;;
;1649;32,34145526;30,39771468;37,26083005;6,463387277;0,164485564;3,095519284;4,615038547;22,98458153;28,05973225;323,2658391;137,5349576;6,373789293;1,009306369;16,07789486;0,64563481;0,723521689;Alta;;;;
;1650;45,94417205;36,56256576;17,49326219;6,274827458;0,45148737;2,027675186;0,968043231;24,70590795;17,23002044;504,1072242;103,8075194;4,899764429;1,352126276;8,428189265;1,420297337;0,512067164;Alta;;;;
;1651;52,59271982;27,64840677;19,75887341;6,20425963;0,340427604;3,398519953;1,732956225;24,95987848;28,44319098;319,9100614;99,99414347;7,630158837;1,296312282;14,34418021;1,084149561;0,538583774;Alta;;;;
;1652;30,67930001;32,90152511;36,41917487;5,888547872;0,597180435;2,784004895;2,945476149;27,29609501;29,77356654;312,6637127;90,64090869;6,016174854;1,310161573;8,470973408;0,813990568;0,643663355;Alta;;;;
;1653;46,93853038;21,9839599;31,07750973;6,185841892;3,866888811;2,909814581;0,02900181;24,68427583;16,91885398;93,6812913;101,5059436;6,39910871;1,340722834;14,97204383;1,564918971;0,524470137;Alta;;;;
;1654;43,43605461;31,67677688;24,88716851;5,571928494;0,473906314;3,168715771;0,257771239;27,51379131;29,70469187;344,7005608;81,69472158;4,817649613;1,11782115;16,6492584;2,899111344;0,769064213;Alta;;;;
;1655;43,76454684;24,42248736;31,8129658;6,160303668;3,466267215;3,162754448;51,32132732;22,32444172;29,75691202;509,5440112;133,99037;4,764189505;1,376394178;19,60181987;0,577262698;0,143190409;Alta;;;;
;1656;39,44394567;18,98701914;41,56903519;5,565862721;0,522744572;3,038581459;4,638640382;25,54710167;15,19507489;373,5950992;126,3016657;4,802667473;1,387799693;17,91992166;0,816145045;0,500010651;Alta;;;;
;1657;28,18781424;32,05752559;39,75466017;6,39474827;0,635422743;2,17240298;1,661734354;20,12054625;12,88211305;321,8646061;92,53152354;7,379547144;1,007205142;18,06073276;1,785155811;0,534365776;Alta;;;;
;1658;30,59364706;32,34110078;37,06525216;6,478737541;0,67628726;3,32075985;15,02933411;21,7138363;20,00885541;64,3233691;63,16645865;5,47788525;1,403856806;16,26423791;1,796129299;0,578627775;Alta;;;;
;1659;29,87349671;35,45400138;34,67250191;5,567794076;0,576129022;2,644625731;0,563896137;25,21690806;15,57422381;190,7167679;76,44015404;16,06517584;1,415411591;5,476719367;0,865607085;0,808097992;Alta;;;;
;1660;33,49658269;26,56395183;39,93946548;5,541278075;0,605599089;2,365904046;0,524076634;22,78195548;31,28343726;528,3634726;68,33350453;7,965113425;1,235398165;26,77970541;0,678721194;0,818176355;Alta;;;;
;1661;45,20411174;25,10960963;29,68627863;5,806403964;0,072507775;2,748655674;0,935655354;21,734474;10,87826585;115,7454909;88,09788881;58,67614732;1,260472751;5,332015432;1,291553742;0,768580072;Alta;;;;
;1662;31,27304267;31,0527645;37,67419283;6,390794032;0,15942453;1,269138882;23,84655811;20,00129844;17,35170657;205,6285998;129,7168183;5,922508753;1,181620541;10,04521926;0,890051605;0,597332098;Alta;;;;
;1663;42,71658125;30,47666161;26,80675714;5,730743836;0,142904195;2,75763401;4,20528921;21,24552281;26,00944082;619,6867054;149,1100139;64,4610005;1,222517705;10,96511173;0,796903498;0,830728008;Alta;;;;
;1664;34,73482484;27,81179163;37,45338353;5,520137981;0,475426807;3,41141188;1,065964052;21,74729532;21,4387437;393,4413528;78,8981747;5,042481979;1,269642287;10,6671189;1,568527568;0,387947172;Alta;;;;
;1665;47,77830916;22,15719522;30,06449562;6,37006743;0,642642894;2,513305083;50,72661627;26,22775944;3,303400938;435,7230849;351,9296282;7,33981161;1,309865167;8,999293217;1,976046184;0,829242844;Alta;;;;
;1666;36,11503527;25,41796466;38,46700007;5,643391242;0,364689146;3,324260712;3,541150517;27,6144347;30,70617904;203,9720113;122,1060818;7,780159606;1,37856088;32,14936593;2,087203763;0,599680826;Alta;;;;
;1667;42,42893289;20,68213606;36,88893105;6,275500594;0,111578428;2,415327088;2,491480061;21,13950953;23,02050189;420,5907209;65,13631885;5,782180829;1,20040073;24,10025508;1,398520045;0,763685175;Alta;;;;
;1668;42,00408596;20,60177513;37,39413891;5,960677999;4,598506541;2,819339121;36,71817052;25,15853824;29,53793603;400,8760251;140,8176153;5,460463887;1,051365113;16,95466878;1,343494827;0,555128991;Alta;;;;
;1669;30,17859135;30,98955151;38,83185713;5,805900336;0,289123716;0,783612286;1,658924067;3,653888998;20,41233474;465,6763661;128,6960782;5,477425729;1,097298226;15,63890341;0,759653337;0,284534908;Alta;;;;
;1670;38,10999671;32,90312915;28,98687414;5,753923234;0,136939828;2,072890596;3,38728281;24,30428097;12,61283916;478,3557796;148,1948798;5,64066252;1,369737407;8,07821352;0,866512267;0,681892295;Alta;;;;
;1671;18,04596012;42,79643299;39,15760688;6,283919493;0,501076563;3,41440393;2,081356505;26,89173596;22,99871091;51,7490314;108,8183964;6,723613688;1,115217775;2,69017054;1,098280066;0,749853757;Alta;;;;
;1672;39,14136178;30,44984019;30,40879803;6,298227879;0,349618144;3,295429557;0,842288667;26,29938403;29,45492857;617,0974746;92,70068548;4,879257489;1,33102347;13,64396828;2,324162392;0,357126308;Alta;;;;
;1673;35,45512696;48,19569236;16,34918068;6,4648163;0,384870132;3,271120424;2,871597688;20,91587027;20,5963784;216,8498749;62,73285298;6,74343884;1,415569685;12,72401253;0,97961358;0,631917886;Alta;;;;
;1674;35,12037739;27,62032949;37,25929312;6,001845423;0,41732263;1,622960992;0,008432515;23,93553798;22,90780739;397,6138539;100,7172136;76,13783334;1,187191471;15,58812651;1,404864639;0,767696443;Alta;;;;
;1675;42,34673087;34,97349555;22,67977358;5,530225273;0,424104812;2,385016383;2,053003701;20,9078302;19,93100018;145,1575186;71,23131033;6,943619502;1,290039586;24,08091606;1,152310256;0,648325217;Alta;;;;
;1676;39,15557124;22,99549081;37,84893794;6,349173837;0,262987283;2,057986629;3,326517408;20,90324305;18,18916876;176,0884886;82,32446193;7,203220471;1,109961855;4,975433919;0,942117834;0,501374342;Alta;;;;
;1677;43,98949871;27,73362808;28,2768732;4,994179112;0,370315343;1,351969968;37,69121061;26,03627901;19,77672123;331,83401;145,0594925;7,151467138;1,228371181;5,176924149;0,565149602;0,609665229;Alta;;;;
;1678;48,6448636;35,10890032;16,24623608;6,21901432;0,171541009;2,150620448;4,293280152;27,37920857;24,96856374;263,771185;95,31337686;7,888460721;1,351125509;19,40523805;0,783173583;0,747587604;Alta;;;;
;1679;50,38803596;15,6732781;33,93868595;6,333217384;0,724725827;2,361418515;0,494571067;21,76260371;23,53940225;586,1285019;71,1885332;6,980496736;1,426523438;2,44311374;0,212748335;0,817431743;Alta;;;;
;1680;33,0949766;28,15978736;38,74523603;6,087248546;0,226995464;2,416522132;4,357802296;23,40658143;26,66830764;145,9826908;65,06757536;5,451660982;1,047087526;17,10085746;0,570848508;0,511257505;Alta;;;;
;1681;38,41369066;31,89638889;29,68992045;6,051419005;0,451345483;2,081846191;4,108122387;21,03448384;20,95618184;323,7643674;128,0787586;7,11289203;1,42000374;7,686677645;0,59641207;0,57889511;Alta;;;;
;1682;40,34350954;27,42947281;32,22701765;5,978773309;0,484105011;2,194855489;4,184171583;21,30368178;21,87412032;547,6727739;100,0619305;7,615877609;1,455357244;13,35539216;1,418316073;0,62174326;Alta;;;;
;1683;33,84295392;33,16094983;32,99609625;5,45279586;0,455952282;2,619117056;0,343101878;26,54924705;3,851256307;585,5574617;144,3240155;6,25893305;1,276721231;32,70831694;0,924611008;0,799555545;Alta;;;;
;1684;45,89419715;30,58890086;23,516902;5,852390087;0,374197925;3,116474226;1,594144579;22,78679456;20,03166853;635,4269764;85,18038952;4,89415754;1,344030178;15,38787084;1,36967123;0,805193779;Alta;;;;
;1685;34,1194457;26,78536957;39,09518473;5,576781434;0,510228641;3,317331037;3,582549096;24,6414268;23,87229457;193,0224897;148,7832231;6,223428918;0,65481273;33,405558;1,065601499;0,614317268;Alta;;;;
;1686;42,6519689;32,31041059;25,03762052;8,088037962;0,379809849;2,754566549;15,83358982;21,49004432;23,32157744;630,2127937;67,75777261;6,880159332;0,111548833;18,36275965;0,687510663;0,699291343;Alta;;;;
;1687;33,01564552;33,75993295;33,22442154;5,602746625;0,581139604;2,184462769;3,606962413;22,28201623;29,234577;526,5656801;126,7420879;6,065536996;1,338971628;10,86695298;1,740956791;0,664191065;Alta;;;;
;1688;44,45973641;32,51025917;23,03000442;5,856984149;0,279808815;3,35316289;3,929601524;23,33287404;17,74819938;477,9609468;123,364976;5,903057538;1,376727331;7,862598622;1,438910691;0,765492825;Alta;;;;
;1689;30,03129133;45,66949164;24,29921703;5,795154712;0,522293083;3,080149323;1,294508994;27,43517273;25,85850552;468,7439543;62,2427975;4,819716998;0,670420332;12,15697459;0,672398439;0,6390856;Alta;;;;
;1690;44,65306123;20,04738983;35,29954894;5,764876451;0,44715487;2,98317578;4,201291183;25,7539042;18,76603222;66,76579237;923,2243252;5,123591768;1,357967349;11,1531728;1,23705674;0,204034174;Alta;;;;
;1691;43,70521217;9,681226265;46,61356156;5,871894781;0,630596378;2,458097908;0,605357356;20,3280793;15,97477027;357,4948064;140,4028674;6,940086888;1,085212608;5,643225878;1,317477343;0,540888643;Alta;;;;
;1692;49,29939724;24,43043021;26,27017255;6,218710586;0,406973185;2,524418789;2,22669916;7,799647905;20,23027182;136,2919647;140,1422916;4,670291348;1,15142741;17,35328424;1,068305962;0,406189866;Alta;;;;
;1693;43,24525614;26,02145856;30,73328531;6,092629599;0,219020059;2,124803765;1,689499218;24,834159;30,66572132;466,3182147;144,1243757;5,2045882;1,134253016;19,39882572;0,265475385;0,274708593;Alta;;;;
;1694;48,22410717;16,53471358;35,24117926;5,989213833;0,280974087;3,174049377;30,07453444;22,02261354;5,513114618;449,6225393;128,6645747;5,065006562;1,281271829;6,99076086;1,787891761;0,255371663;Alta;;;;
;1695;35,34001687;30,72428064;33,93570249;6,260749627;0,206716185;0,479435055;4,145179195;23,37095526;4,215090501;426,9609221;132,9584791;28,0554255;1,290328064;8,416833291;0,94629693;0,757121999;Alta;;;;
;1696;44,47640349;24,85576674;30,66782977;5,620894903;0,172114265;3,112493262;0,044169563;20,12168459;22,65000232;289,4403893;85,47314413;7,493516109;1,437921332;14,91086336;1,636806177;0,681508455;Alta;;;;
;1697;31,05201503;32,02276498;36,92522;5,516249869;0,697607371;2,510806475;0,893757704;24,233309;16,65622186;602,5759687;98,24288992;5,019929961;1,365398407;6,094534027;1,916960822;0,717908182;Alta;;;;
;1698;42,79712385;20,91218979;36,29068636;5,648861119;0,500310661;3,436387929;0,130041572;27,20194344;16,97833685;310,2082836;121,3428247;6,915900909;1,171310291;14,3176292;1,389045309;0,644653495;Alta;;;;
;1699;44,23858978;27,9150884;27,84632182;5,742483077;0,531283722;2,193569669;2,517087279;20,7957227;21,07272808;282,9797752;121,5622103;5,191987191;1,178377997;16,60299769;1,935366314;0,796960108;Alta;;;;
;1700;33,07405495;34,02422131;32,90172374;6,099311786;0,213648233;2,215769424;1,504438757;26,78967368;23,3205911;392,3728056;72,62521039;7,13945527;0,874878183;19,00480561;1,708912507;0,605155673;Alta;;;;
;1701;51,31159704;26,45947062;22,22893233;6,24513825;0,023270748;3,44016362;2,30995302;20,08973892;27,03112695;181,1877694;1315,19506;5,519951808;1,121186277;12,94909806;0,688728388;0,749503022;Alta;;;;
;1702;29,83479912;43,93782272;26,22737817;6,069181915;0,320312167;2,669133162;0,34245928;25,71405883;24,2735649;143,5166119;121,3934245;5,283814973;1,328691447;12,8160679;0,642402182;0,730355571;Alta;;;;
;1703;36,09270407;28,16415678;35,74313915;5,97586156;0,287437676;2,247375435;3,434970685;26,3554418;14,68562995;289,7832903;80,10988758;7,453971337;1,450928634;19,57169047;0,776747973;0,515042942;Alta;;;;
;1704;39,23263379;34,51252786;26,25483836;5,44204224;0,340477188;3,416702077;28,42923112;25,56209943;24,32654865;133,0750028;65,1243274;5,476243484;0,430375719;18,86435728;1,827523251;0,661740434;Alta;;;;
;1705;48,92737746;23,13101494;27,94160759;5,641425169;0,723518935;1,147075422;3,72556839;25,26279186;9,255410692;183,5062066;103,944058;7,619642093;1,263815302;15,49573811;0,319115967;0,727120739;Alta;;;;
;1706;31,85468308;29,3654516;38,77986531;6,176420791;0,33183061;3,044202284;1,987560699;21,5235644;30,8591196;532,2188135;106,2424159;6,604571221;1,333960296;13,02019694;1,999284857;0,528433363;Alta;;;;
;1707;34,53061413;27,82948723;37,63989864;5,69160601;0,596667971;2,735819545;12,64836411;24,29599099;21,89798373;561,4087595;122,1037094;7,145995661;1,441103249;10,54023725;1,674512244;0,522810268;Alta;;;;
;1708;31,98140701;30,17285246;37,84574053;7,961811093;0,221303982;2,69074062;1,699174501;20,51048898;28,06736466;512,0504114;84,83281956;68,01446025;1,17526752;15,73290358;0,570846528;0,317291307;Alta;;;;
;1709;37,10566932;30,17600521;32,71832546;5,945203484;0,620702928;0,769573571;1,928693912;24,92095033;20,25866786;232,5022799;624,9446176;7,080832495;1,070518359;2,728498531;1,8405886;0,832844245;Alta;;;;
;1710;53,13149062;9,499065406;37,36944398;5,783280774;0,104298712;2,627673044;1,301473636;21,41242486;30,66135348;140,9701507;111,160361;67,86075885;0,219036001;15,74282767;1,298200705;0,675749728;Alta;;;;
;1711;44,6156592;32,35384012;23,03050067;6,262376365;4,182694269;3,049598193;4,552430738;22,2686616;10,51493231;502,591631;147,3655523;7,261665744;1,078202029;7,04344963;1,72518485;0,213500909;Alta;;;;
;1712;33,70296739;28,49154798;37,80548463;5,895211142;0,499244555;3,180697144;0,578124222;25,33458893;19,21252793;575,9753004;60,1417615;5,770756819;1,12993763;7,742594098;1,183339288;0,794764447;Alta;;;;
;1713;30,23240851;33,555293;36,21229849;5,682309719;0,481057124;2,934998453;2,217431533;26,14719492;12,78300219;441,6702195;93,97832614;5,37107066;1,255540842;13,30966298;1,200032038;0,660313387;Alta;;;;
;1714;33,22636006;31,69602895;35,07761099;5,639779299;1,735506701;2,712685781;36,84548184;24,82954642;13,28108481;568,1694684;62,05427641;6,152918592;0,108689094;8,485375301;1,574705952;0,803683635;Alta;;;;
;1715;45,40045137;34,17695533;20,42259331;5,680535612;0,542193559;2,328546072;0,192588727;21,92549961;20,59493801;164,2303886;143,6997274;6,919026992;1,383876789;14,04752568;1,024170844;0,609229412;Alta;;;;
;1716;37,39551745;23,73372793;38,87075462;7,12513815;0,295384873;2,264318804;42,62414054;20,94860262;23,8478502;482,4954934;148,7319486;6,046901802;1,01205921;12,26629256;0,334274403;0,605111677;Alta;;;;
;1717;49,54037388;20,09822491;30,36140121;6,095074238;0,351787859;3,265468803;2,283311527;16,26362113;3,363272909;456,5879595;80,97365888;6,218410558;1,012676123;3,446016234;0,32003353;0,560011696;Alta;;;;
;1718;49,10288015;22,27375737;28,62336248;7,15238807;0,216110307;2,674890242;1,553436684;27,0618732;16,39265594;358,7320547;119,9922282;6,600577306;1,020375422;13,37538039;0,999207651;0,654292019;Alta;;;;
;1719;32,28597862;34,51048259;33,20353879;5,956509571;0,714177305;2,766797023;1,760806408;22,87315849;27,72967762;98,17740597;124,2571335;60,80785828;1,042050372;11,86128058;0,350646576;0,651621693;Alta;;;;
;1720;37,13082802;32,40411767;30,46505431;5,586062164;0,260868689;2,322772008;3,004222072;27,69125761;23,41001782;308,3165395;120,4992142;34,34447568;0,285474342;10,77325517;1,973411841;0,80030897;Alta;;;;
;1721;36,74998228;27,80003901;35,44997871;5,895607278;0,020872683;3,10972071;0,982889987;22,61983317;24,27815156;286,6207216;107,341833;7,594231104;1,026460437;9,10716135;0,90017732;0,850217633;Alta;;;;
;1722;30,26960112;31,72129484;38,00910403;6,340324877;0,23112837;3,481670944;1,398811674;20,5384121;30,00004705;180,4763257;94,18640564;5,768689658;1,090305425;19,12914759;1,805845025;0,513905494;Alta;;;;
;1723;42,86053486;26,83444201;30,30502313;6,099302171;0,37584143;2,822532274;3,844480813;27,16649173;19,84596706;433,4056499;134,0320418;7,576753431;1,08518842;19,99830036;2,818594278;0,537616904;Alta;;;;
;1724;49,97710727;22,11245784;27,91043489;6,311875855;0,732849715;0,532331639;2,045282316;27,59164468;28,39899764;59,43570229;72,47937221;37,83126407;1,430045125;7,698645832;0,513054795;0,605778785;Alta;;;;
;1725;52,33925566;22,73459778;24,92614656;6,313350114;0,168050589;3,437896425;4,067343158;20,865821;21,86254341;154,1537385;1463,055333;7,645377533;1,206743992;10,08685774;2,922450012;0,60448962;Alta;;;;
;1726;37,26638736;29,28924563;33,44436701;6,034970596;0,405907491;2,384212937;0,371687943;20,63038378;14,59709065;638,0220123;143,134095;7,218802215;1,026880315;18,78038778;1,311986264;0,604575034;Alta;;;;
;1727;22,78804754;29,69943567;47,51251679;6,498409505;0,147033769;1,883730164;2,421435426;22,6019635;24,38732046;329,6867022;70,71537928;7,952194875;1,410729739;15,91170301;1,564366189;0,732641495;Alta;;;;
;1728;34,13327763;27,06762089;38,79910148;6,226192435;0,529292788;3,136177754;0,810922898;26,20928535;12,77354843;212,9266145;136,776747;5,695577719;1,168523064;12,47784824;1,147379848;0,832657288;Alta;;;;
;1729;34,63012895;42,9276613;22,44220975;5,146147828;0,481104953;0,687864911;21,18902614;25,94974454;27,94416956;310,1078345;115,8547473;5,393681525;1,188599689;15,55990523;1,891487951;0,571869218;Alta;;;;
;1730;37,42329227;28,13750529;34,43920244;5,572492116;0,0702222;2,887684515;0,807972743;27,16718261;21,26707489;176,4739535;116,2382021;7,387030067;1,010137592;27,03945696;1,811086305;0,236481807;Alta;;;;
;1731;41,04862352;20,58968094;38,36169554;5,687496281;0,623242399;2,166205635;0,573557797;23,58660791;12,67507839;153,4768932;142,7005244;6,313719645;1,039007709;11,98656575;1,195455897;0,751878793;Alta;;;;
;1732;35,41124795;26,17795955;38,41079251;5,75999341;1,322833815;2,737261723;4,072832153;22,24353824;23,94623318;476,7434487;106,0911021;6,377319812;1,300384513;6,816033637;0,749728897;0,854001584;Alta;;;;
